,item_group,bigram,tscore
48169,operating system,"('this', 'operating system')",4.915103042744169
48170,operating system,"('new', 'operating system')",4.689771941998308
48171,operating system,"('operating system', 'and')",4.494873942735153
48382,option,"('option', 'to')",14.87502965545041
48383,option,"('the', 'option')",13.826592703037349
48384,option,"('an', 'option')",12.194712413257797
48385,option,"('option', 'of')",8.363841708350245
48386,option,"('option', 'for')",7.20055509009937
48677,oracle,"('from', 'oracle')",1.40730103103153
48678,oracle,"('using', 'oracle')",0.9945874126202829
48679,oracle,"('oracle', ""'s"")",0.9852323088143935
48680,organizer,"('the', 'organizer')",3.7223814626105804
48681,organizer,"('organizer', ""''"")",3.079840913627913
48682,organizer,"('``', 'organizer')",2.384558937819107
48683,organizer,"('great', 'organizer')",1.9602034988707129
48684,organizer,"('an', 'organizer')",1.9082045862453376
48718,os,"('the', 'os')",12.233911180753472
48719,os,"('an', 'os')",6.7671394460341325
48720,os,"('new', 'os')",6.3983396705290145
48721,os,"('os', 'x.')",5.097039867865975
48722,os,"('bit', 'os')",4.573556632181361
49070,os software,"('screen', 'os software')",0.999444561520883
49071,os software,"('os software', 'that')",0.9888998479399029
49072,os upgrade,"('no', 'os upgrade')",1.397907333854418
49073,os upgrade,"('an', 'os upgrade')",1.3900101469485115
49074,os upgrade,"('os upgrade', 'is')",1.3067362609484214
49075,os upgrade,"('easiest', 'os upgrade')",0.999534653798878
49076,os upgrade,"('solid', 'os upgrade')",0.9985781088299049
49080,os x,"('running', 'os x')",3.274462489137668
49081,os x,"('os x', 'is')",2.8467420885263994
49082,os x,"('in', 'os x')",2.776535767102634
49083,os x,"('os x', 'yosemite')",2.448951475208446
49084,os x,"('os x', 'tiger')",2.4472100212901955
49211,oscar lake game,"('the', 'oscar lake game')",1.3348519857531231
49212,oscar lake game,"('oscar lake game', 'much')",0.995468750122408
49213,oscar lake game,"('oscar lake game', 'will')",0.9914275238959974
49214,oscar lake game,"('an', 'oscar lake game')",0.990664873177492
49215,oscommerce,"('like', 'oscommerce')",0.9972318168322145
49216,oscommerce,"('oscommerce', 'and')",0.9760616983256154
49217,osx,"('osx', 'dvd')",2.816257557508367
49218,osx,"('osx', 'from')",2.308476111427031
49219,osx,"('osx', 'or')",2.046073434753162
49220,osx,"('osx', ""'s"")",2.0027156105434885
49221,osx,"('osx', '10.5')",1.99958479211011
49290,outlook,"('outlook', '2007')",8.522591617911518
49291,outlook,"('of', 'outlook')",7.035717367986016
49292,outlook,"('outlook', '2003')",5.461541978642202
49293,outlook,"('with', 'outlook')",5.196679796201687
49294,outlook,"('outlook', '2010')",5.067170647423998
49532,outlook express,"('from', 'outlook express')",1.9478624236076238
49533,outlook express,"('of', 'outlook express')",1.4569639743445868
49534,outlook express,"('outlook express', 'spysweeper')",1.4140185701038133
49535,outlook express,"('2000', 'outlook express')",1.4121750068306052
49536,outlook express,"('outlook express', 'address')",1.4120420575560948
49561,outlook package,"('good', 'outlook package')",0.998289813540321
49562,output file,"('output file', 'was')",1.7149714084492202
49563,output file,"('this', 'output file')",1.378433588870535
49564,output file,"('rendered', 'output file')",0.99988248833305
49565,output file,"('final', 'output file')",0.999306681164995
49566,output file,"('output file', 'ca')",0.9963124838911089
49571,overall game,"('overall game', 'score')",2.9998531104163124
49572,overall game,"('ha', 'overall game')",0.999901290199762
49573,p,"('p', '500.')",0.999994516122209
49574,p,"('unaspirated', 'p')",0.999994516122209
49575,p,"('p', 'dwayne')",0.999983548366627
49576,p,"('p', 'fund')",0.999923225710926
49577,p,"('ended', 'p')",0.999007418119829
49587,package,"('this', 'package')",14.34302435983746
49588,package,"('the', 'package')",10.159931544460424
49589,package,"('package', 'is')",7.712035106233714
49590,package,"('package', 'for')",5.254029444655172
49591,package,"('editing', 'package')",4.340341903204516
49900,package deal,"('package deal', 'for')",1.3903649553248605
49901,package deal,"('this', 'package deal')",0.9746997381056649
49902,package deal,"('package deal', 'is')",0.9585465843667179
49903,package deal,"('a', 'package deal')",0.9353380301440928
49904,package deal,"('the', 'package deal')",0.8877657820127242
49905,paf,"('used', 'paf')",0.998263177562479
49906,page,"('web', 'page')",7.912070494795006
49907,page,"('the', 'page')",4.767808185521481
49908,page,"('a', 'page')",3.774726921689023
49909,page,"('page', 'layout')",3.730775098956221
49910,page,"('page', 'for')",3.1523574023411807
50190,pageplus,"('serif', 'pageplus')",1.9999400690498554
50191,pageplus,"('pageplus', 'is')",1.5884519635206482
50192,pageplus,"('pageplus', 'essentials')",1.4135654346598576
50193,pageplus,"('pageplus', 'and')",1.1095287243802558
50194,pageplus,"('pageplus', 'balked')",0.999943594399864
50212,pages,"('web', 'pages')",5.720172363176377
50213,pages,"('pages', 'and')",4.320170263468587
50214,pages,"('several', 'pages')",3.253300437515524
50215,pages,"('new', 'pages')",2.951180528679865
50216,pages,"('other', 'pages')",2.7537958226952632
50412,pages program,"('similar', 'pages program')",1.4135731900342041
50413,pages program,"('pages program', 'i')",1.3437914395756583
50414,pages program,"('the', 'pages program')",1.308398126879799
50415,paint,"('``', 'paint')",3.4911596700245764
50416,paint,"('and', 'paint')",3.2348043089051712
50417,paint,"('of', 'paint')",3.1328108138767594
50418,paint,"('paint', ""''"")",2.7746596274566797
50419,paint,"('paint', 'shop')",2.4468962717412874
50500,paint program,"('a', 'paint program')",1.8814530552641702
50501,paint program,"(""'s"", 'paint program')",1.3759250022471206
50502,paint program,"('awesome', 'paint program')",0.9992632018482235
50503,paint program,"('powerful', 'paint program')",0.997518153594016
50504,paint program,"('paint program', 'corel')",0.9936876649570024
50507,paint shop pro,"('paint shop pro', 'photo')",3.451531899260664
50508,paint shop pro,"('with', 'paint shop pro')",2.9006824473560417
50509,paint shop pro,"('paint shop pro', 'is')",2.553224298174626
50510,paint shop pro,"('of', 'paint shop pro')",2.3177961051626914
50511,paint shop pro,"('paint shop pro', 'since')",1.9542914869064583
50581,painter,"('painter', '11')",5.910929149611153
50582,painter,"('painter', 'is')",4.092302849745329
50583,painter,"('of', 'painter')",3.653316561015237
50584,painter,"('painter', '4')",3.5764999668398496
50585,painter,"('with', 'painter')",3.243218431788616
50751,painter essentials,"('painter essentials', '4')",2.4456022547434464
50752,painter essentials,"('painter essentials', '5')",2.23103516957468
50753,painter essentials,"('like', 'painter essentials')",1.6904973138446115
50754,painter essentials,"('painter essentials', '5.')",1.4132917807364909
50755,painter essentials,"('painter essentials', '4.')",1.4131837594509513
50772,painter program,"('full', 'painter program')",0.9995554141933725
50773,painter program,"('painter program', 'is')",0.986182194788906
50774,painter x3,"('painter x3', 'is')",1.8825486557057007
50775,painter x3,"('what', 'painter x3')",1.3903126065480222
50776,painter x3,"('painter x3', 'refines')",0.999973364022158
50777,painter x3,"('painter x3', 'environment')",0.9987281320580444
50778,painter x3,"('current', 'painter x3')",0.9968769315980255
50797,painter x3 release,"('this', 'painter x3 release')",0.991566579368555
50798,painter x3 release,"('painter x3 release', 'is')",0.986182194788906
50799,paintshop,"('paintshop', 'photo')",4.234387860904064
50800,paintshop,"('of', 'paintshop')",2.2067902110511604
50801,paintshop,"('paintshop', 'and')",2.168276642428372
50802,paintshop,"('paintshop', 'is')",2.009484305062618
50803,paintshop,"('paintshop', 'has')",1.8908492881534922
50865,paintshop pro,"('of', 'paintshop pro')",4.87916867377491
50866,paintshop pro,"('paintshop pro', 'x6')",3.6011774461935513
50867,paintshop pro,"('paintshop pro', 'has')",3.1309776330245964
50868,paintshop pro,"('paintshop pro', 'and')",2.6833934079088486
50869,paintshop pro,"('in', 'paintshop pro')",2.5328886086271845
50982,paintshop pro software,"('paintshop pro software', 'cds')",0.9998625113496685
50983,paintshop pro software,"('2', 'paintshop pro software')",0.9983137075792675
50984,paintshop pro software,"('paintshop pro software', 'years')",0.9958036583732155
50985,paintshop pro software,"(""'s"", 'paintshop pro software')",0.9852323088143935
50986,paintshop pro software,"('the', 'paintshop pro software')",0.8877657820127242
50987,paintshop pro x4,"('this', 'paintshop pro x4')",2.845387288423508
50988,paintshop pro x4,"('paintshop pro x4', 'and')",2.561131135969616
50989,paintshop pro x4,"('paintshop pro x4', 'has')",2.1672281691332738
50990,paintshop pro x4,"('in', 'paintshop pro x4')",2.0135453443251152
50991,paintshop pro x4,"('both', 'paintshop pro x4')",1.9819032032897
51025,paintshop pro x4 software,"('for', 'paintshop pro x4 software')",1.7125785014541053
51026,paintshop pro x4 ultimate,"('paintshop pro x4 ultimate', 'is')",1.3165069247143009
51027,paintshop pro x4 ultimate,"('ordered', 'paintshop pro x4 ultimate')",0.999518202165505
51028,paintshop pro x4 ultimate,"('paintshop pro x4 ultimate', 'edition')",0.99750875266066
51029,paintshop pro x4 ultimate,"('paintshop pro x4 ultimate', 'might')",0.99533870387765
51030,paintshop pro x4 ultimate,"('like', 'paintshop pro x4 ultimate')",0.9723181683221449
51035,paintshop pro x5,"('paintshop pro x5', 'ultimate')",2.4475109777891992
51036,paintshop pro x5,"('paintshop pro x5', 'and')",1.4141727545089642
51037,paintshop pro x5,"('installing', 'paintshop pro x5')",1.4095121436532279
51038,paintshop pro x5,"('both', 'paintshop pro x5')",1.4035111457750231
51039,paintshop pro x5,"('use', 'paintshop pro x5')",1.35920441515622
51057,paintshop pro x5 software,"('paintshop pro x5 software', 'cd')",1.4137100169958874
51058,paintshop pro x5 software,"('for', 'paintshop pro x5 software')",0.9662729764686804
51059,paintshop program,"('this', 'paintshop program')",1.717443694553615
51060,paintshop program,"('paintshop program', 'really')",1.4111981066406103
51061,paintshop software,"('paintshop software', 'since')",0.999057556431061
51062,paintshop software,"(""'s"", 'paintshop software')",0.9950774362714645
51063,pal,"('or', 'pal')",1.3802051379533835
51064,pal,"('ay', 'pal')",0.999985898599966
51065,pal,"('on-the-fly', 'pal')",0.999938893933186
51066,pal,"('pal', 'vhs')",0.99974147433271
51067,pal,"('originally', 'pal')",0.9995722575323019
51082,panda,"('panda', 'and')",2.2931254110203665
51083,panda,"('cloud-based', 'panda')",0.999899723377536
51084,panda,"('panda', 'internet security')",0.997919260083872
51085,panda,"('especially', 'panda')",0.994685339009408
51086,panda,"('tried', 'panda')",0.990843490911256
51098,panda free antivirus,"('panda free antivirus', '2015')",1.731913081422008
51099,panda free antivirus,"('installed', 'panda free antivirus')",0.9974147433271
51100,panorama tool,"('automatic', 'panorama tool')",0.999915391599796
51101,panorama tool,"('panorama tool', 'that')",0.9888998479399029
51102,panther,"('in', 'panther')",2.3202223700231
51103,panther,"('panther', 'is')",1.7581884088058544
51104,panther,"('panther', 'file')",1.3917229767684514
51105,panther,"('panther', 'because')",1.3839676024220224
51106,panther,"('panther', 'has')",1.3449483752415525
51138,paperport,"('paperport', '12')",4.68703519789906
51139,paperport,"('of', 'paperport')",2.9912961205335056
51140,paperport,"('paperport', '14')",2.8257307472725297
51141,paperport,"('used', 'paperport')",1.9044747659363448
51142,paperport,"('with', 'paperport')",1.816535351116086
51222,paragon,"('installing', 'paragon')",0.999710921299303
51223,parallel,"('parallel', 'port')",2.6442220945142036
51224,parallel,"('parallel', 'with')",2.3345960012433076
51225,parallel,"('in', 'parallel')",2.327609077037962
51226,parallel,"('has', 'parallel')",2.19476409247988
51227,parallel,"('parallel', 'and')",2.126988308522379
51246,parallels,"('parallels', '8')",3.1301276758484815
51247,parallels,"('using', 'parallels')",3.0601515720460015
51248,parallels,"('parallels', 'and')",2.9287610000712903
51249,parallels,"('use', 'parallels')",2.4169143956464305
51250,parallels,"('of', 'parallels')",2.3194602781215234
51382,parallels coherence,"('parallels coherence', 'mode')",0.99979631311062
51383,parallels coherence,"('like', 'parallels coherence')",0.9972318168322145
51384,parallels desktop,"('parallels desktop', '4.0')",1.7318418437598342
51385,parallels desktop,"('parallels desktop', '7')",1.3999339793577328
51386,parallels desktop,"('discard', 'parallels desktop')",0.999983548366627
51387,parallels desktop,"('venerable', 'parallels desktop')",0.999917741833135
51388,parallels desktop,"('term', 'parallels desktop')",0.9993995153818855
51411,parallels software,"('parallels software', 'to')",0.9722570622553309
51412,parallels tool,"('parallels tool', 'bar')",0.9998656449941205
51413,parallels tool,"('the', 'parallels tool')",0.9625885940042413
51414,parental controls,"('the', 'parental controls')",3.8315025909374327
51415,parental controls,"('and', 'parental controls')",2.652599194078232
51416,parental controls,"('parental controls', 'and')",2.2658920819855397
51417,parental controls,"('parental controls', 'are')",2.0511507373950475
51418,parental controls,"('use', 'parental controls')",1.8444106359026344
51460,part,"('part', 'of')",20.06481228224813
51461,part,"('most', 'part')",9.805959503304157
51462,part,"('as', 'part')",8.46574042781465
51463,part,"('best', 'part')",4.471940213235026
51464,part,"('part', 'is')",3.9422738621938014
51724,partition,"('partition', 'on')",3.36178297351242
51725,partition,"('a', 'partition')",2.07317843206533
51726,partition,"('separate', 'partition')",1.9929510626580043
51727,partition,"('partition', 'and')",1.7366397886051834
51728,partition,"('12.04', 'partition')",1.7319632870124924
51813,partition magic,"('partition magic', '7.0')",1.7319531102036105
51814,partition magic,"('3.0.', 'partition magic')",1.4141770013226045
51815,partition magic,"('partition magic', 'since')",1.4062166635113058
51816,partition magic,"('used', 'partition magic')",1.3994761352936382
51817,partition magic,"('partition magic', 'has')",1.390465498213709
51827,partnership software,"('the', 'partnership software')",0.9625885940042413
51828,passport program,"('the', 'passport program')",0.9625885940042413
51829,password manager,"('a', 'password manager')",2.2207058744684454
51830,password manager,"('the', 'password manager')",1.513651722055138
51831,password manager,"('key', 'password manager')",1.4097990925040456
51832,password manager,"('better', 'password manager')",1.3949785721280201
51833,password manager,"('password manager', 'and')",1.3727103997620187
51852,password removal tool,"('password removal tool', 'only')",0.993467918139806
51853,password removal tool,"('password removal tool', 'will')",0.98857003186133
51854,password removal tool,"('the', 'password removal tool')",0.8503543760169656
51855,payment,"('repeating', 'payment')",6.631803991802008
51856,payment,"('old', 'payment')",4.543516051861398
51857,payment,"('new', 'payment')",4.474905928783006
51858,payment,"('the', 'payment')",4.196038336073208
51859,payment,"('payment', 'was')",3.797848808509532
51969,paypal,"('paypal', 'integration')",1.9989582590724881
51970,paypal,"('paypal', 'requests')",1.414026602455815
51971,paypal,"('generate', 'paypal')",1.4138471209352261
51972,paypal,"('utilize', 'paypal')",1.4136676394146375
51973,paypal,"('convenient', 'paypal')",1.4132488491999302
51998,payroll,"('for', 'payroll')",3.829264831616557
51999,payroll,"('enhanced', 'payroll')",3.1605192275835003
52000,payroll,"('the', 'payroll')",3.01998757832382
52001,payroll,"('do', 'payroll')",2.587323615421927
52002,payroll,"('payroll', 'service')",2.432151961900097
52109,pc,"('my', 'pc')",17.671471264626746
52110,pc,"('your', 'pc')",15.192561177373733
52111,pc,"('pc', ""'s"")",13.349565268260442
52112,pc,"('the', 'pc')",11.900031247261508
52113,pc,"('a', 'pc')",9.652445811309498
52756,pc game,"('pc game', 'that')",1.3514216200219233
52757,pc game,"('mystery', 'pc game')",0.999743041154936
52758,pc game,"('interactive', 'pc game')",0.999683501910348
52759,pc game,"('actual', 'pc game')",0.999285529064944
52760,pc game,"('favorite', 'pc game')",0.999113178620084
52767,pc tools program,"('pc tools program', 'has')",0.9944025275976149
52768,pc tools program,"('this', 'pc tools program')",0.9831331587371099
52769,pc tools program,"('the', 'pc tools program')",0.9251771880084828
52770,pcmark,"('pcmark', 'score')",0.999902073610875
52771,pcmark,"('using', 'pcmark')",0.996391608413522
52772,pcmark,"('the', 'pcmark')",0.9251771880084828
52773,pd12,"('used', 'pd12')",0.998263177562479
52774,pd12,"('pd12', 'for')",0.9887576588228935
52775,pdf,"('pdf', 'files')",9.36078843161205
52776,pdf,"('a', 'pdf')",8.765057142288033
52777,pdf,"('pdf', 'file')",7.125659698354352
52778,pdf,"('to', 'pdf')",5.887380733877708
52779,pdf,"('pdf', 'fusion')",5.738090318928304
53067,pdf converter,"('pdf converter', 'pro')",3.6008143727354835
53068,pdf converter,"('pdf converter', 'professional')",2.4440781227604487
53069,pdf converter,"('pdf converter', '5')",2.4418914707055213
53070,pdf converter,"(""'s"", 'pdf converter')",1.6098429373366356
53071,pdf converter,"('for', 'pdf converter')",1.4529477532571422
53097,pdf fusion program,"('new', 'pdf fusion program')",0.9981860115678485
53098,pdf software,"('dedicated', 'pdf software')",0.999873087399694
53099,pdf software,"('pdf software', 'would')",0.991543860446278
53100,pdf software,"('or', 'pdf software')",0.983968274983568
53101,pdf software,"('pdf software', ""''"")",0.98232624529072
53102,pdf software,"('of', 'pdf software')",0.9404419535452878
53104,pdf tool,"('pdf tool', 'which')",0.995804050078772
53105,pdf tool,"('pdf tool', 'is')",0.9723643895778119
53106,pdf tool,"('a', 'pdf tool')",0.9568920200960619
53107,pdf viewer plus,"('``', 'pdf viewer plus')",1.7227125677387765
53108,pdf viewer plus,"('pdf viewer plus', ""''"")",1.3954677146671555
53109,pdf viewer plus,"('pdf viewer plus', '7.1')",0.999978847899949
53110,pdf viewer plus,"('pdf viewer plus', 'seems')",0.996493451858212
53111,pdf viewer plus,"('use', 'pdf viewer plus')",0.979705735117735
53114,pdf xchange,"('pdf xchange', '4')",0.9989012659140175
53115,pdf xchange,"('use', 'pdf xchange')",0.9898528675588675
53116,pdf xchange,"('with', 'pdf xchange')",0.974415359871646
53117,pdf xchange,"('of', 'pdf xchange')",0.9553314651589658
53118,pdf xchange,"('pdf xchange', 'to')",0.9167711867659928
53119,peach tree,"('used', 'peach tree')",0.998263177562479
53120,peach tree,"('peach tree', 'from')",0.9967414014754765
53121,peachtree,"('peachtree', 'accounting')",2.9967224690402454
53122,peachtree,"('from', 'peachtree')",2.9163626378705634
53123,peachtree,"('peachtree', 'has')",2.1396922457866676
53124,peachtree,"('of', 'peachtree')",1.981436182799484
53125,peachtree,"('peachtree', 'and')",1.9490685876283012
53178,peachtree accounting software,"('formerly', 'peachtree accounting software')",0.999957695799898
53179,peachtree accounting software,"('using', 'peachtree accounting software')",0.9945874126202829
53180,peachtree accounting software,"('peachtree accounting software', 'was')",0.9852088064810035
53181,peachtree package,"('peachtree package', 'years')",0.9986012194577385
53182,peachtree package,"('the', 'peachtree package')",0.9625885940042413
53183,peachtree software,"('used', 'peachtree software')",2.2298541326435593
53184,peachtree software,"('peachtree software', 'in')",2.2037010490380187
53185,peachtree software,"('peachtree software', 'though')",1.410898693795307
53186,peachtree software,"('the', 'peachtree software')",1.2025826913865032
53187,peachtree software,"('to', 'peachtree software')",0.7780564980426473
53188,percentage,"('percentage', 'of')",2.4994309443934473
53189,percentage,"('percentage', 'complete')",1.9966849958753405
53190,percentage,"('a', 'percentage')",1.9854478065612484
53191,percentage,"('small', 'percentage')",1.7264589903151946
53192,percentage,"('``', 'percentage')",1.6915851016384404
53213,person,"('a', 'person')",10.12216477286526
53214,person,"('person', 'who')",8.135207433444124
53215,person,"('the', 'person')",6.795258490872531
53216,person,"('person', ""'s"")",4.448822762746571
53217,person,"('average', 'person')",4.23072843212317
53390,peter norton,"('since', 'peter norton')",1.993402895017427
53391,peter norton,"('used', 'peter norton')",1.3970198974470622
53392,peter norton,"('peter norton', ""'s"")",1.3654826676673093
53393,peter norton,"('peter norton', 'was')",1.365405113923845
53394,peter norton,"('peter norton', 'invented')",0.999956128977672
53409,peter nortons,"('peter nortons', 'book')",1.4138437972033635
53410,peter nortons,"('from', 'peter nortons')",1.40730103103153
53411,peter nortons,"('peter nortons', 'products')",0.9980998363454185
53412,peter nortons,"('used', 'peter nortons')",0.994789532687437
53413,ph . d. program,"('ph . d. program', 'in')",0.9909531684670759
53414,ph . d. program,"('a', 'ph . d. program')",0.9784460100480309
53415,photo,"('photo', 'editing')",15.249167246343319
53416,photo,"('a', 'photo')",9.493037421488257
53417,photo,"('the', 'photo')",6.789627741009836
53418,photo,"('photo', 'and')",6.315410355688209
53419,photo,"('your', 'photo')",5.65084673194439
53900,photo director,"('photo director', '6')",1.730292254994072
53901,photo director,"('photo director', 'six')",1.4134856650951515
53902,photo director,"('photo director', 'five')",1.412568315101031
53903,photo director,"('photo director', '4')",1.409552028435581
53904,photo director,"('photo director', '7')",1.4019739197884988
53920,photo editing software,"('other', 'photo editing software')",3.2663962447510153
53921,photo editing software,"('best', 'photo editing software')",1.9736006123141259
53922,photo editing software,"('use', 'photo editing software')",1.8596313345643334
53923,photo editing software,"('photo editing software', 'is')",1.7231686184189616
53924,photo editing software,"('better', 'photo editing software')",1.68191464553617
53990,photo editor,"('a', 'photo editor')",2.7396875145102246
53991,photo editor,"('the', 'photo editor')",2.6172670642472013
53992,photo editor,"('photo editor', 'and')",2.303692125980745
53993,photo editor,"('photo editor', 'that')",2.1685294204329186
53994,photo editor,"('good', 'photo editor')",1.9469842197499507
54040,photo program,"('a', 'photo program')",1.8491220703362166
54041,photo program,"('photo program', 'that')",1.3043276632585448
54042,photo program,"('photo program', 'i')",1.167736132582067
54043,photo program,"('photo program', 'to')",1.1395724906430107
54044,photo program,"('the', 'photo program')",1.0438595381465592
54057,photo shop elements,"('purchased', 'photo shop elements')",0.999301980698317
54058,photo shop elements,"('photo shop elements', 'over')",0.996890641292503
54059,photo shop elements,"('photo shop elements', 'at')",0.991959851747281
54060,photo shop elements,"('use', 'photo shop elements')",0.9898528675588675
54061,photo shop elements,"('with', 'photo shop elements')",0.974415359871646
54063,photodirector software,"('photodirector software', 'has')",0.9972012637988075
54064,photoimpact,"('in', 'photoimpact')",1.6850420919812557
54065,photoimpact,"('use', 'photoimpact')",1.3926882438969264
54066,photoimpact,"('photoimpact', 'and')",1.2618711433766754
54067,photoimpact,"('ulead', 'photoimpact')",0.9998131564495495
54068,photoimpact,"('drop', 'photoimpact')",0.9991997455480705
54077,photoimpact software,"('photoimpact software', 'will')",0.9971425079653324
54078,photoimpact software,"('my', 'photoimpact software')",0.9932716736559994
54079,photomatix,"('photomatix', 'pro')",3.4568781161933284
54080,photomatix,"('using', 'photomatix')",2.7882407137265823
54081,photomatix,"('that', 'photomatix')",2.163997802330495
54082,photomatix,"('rate', 'photomatix')",1.9972114481432766
54083,photomatix,"('photomatix', 'currently')",1.9967549153171757
54108,photomerge compose,"('photomerge compose', 'and')",1.3126519497088154
54109,photomerge compose,"('both', 'photomerge compose')",0.99605160799048
54110,photomerge compose,"('photomerge compose', 'works')",0.994460500019977
54111,photomerge compose,"('using', 'photomerge compose')",0.989174825240566
54112,photomerge compose,"('new', 'photomerge compose')",0.989116069407091
54116,photoplus,"('photoplus', 'x2')",2.9996854604381302
54117,photoplus,"('of', 'photoplus')",1.7543230583743123
54118,photoplus,"('photoplus', 'x4')",1.4120473201315442
54119,photoplus,"('use', 'photoplus')",1.335287394627144
54120,photoplus,"(""'s"", 'photoplus')",1.2993478819951718
54150,photos program,"('new', 'photos program')",0.9981860115678485
54151,photos program,"('photos program', 'from')",0.9967414014754765
54152,photoshop,"('in', 'photoshop')",7.283279478205982
54153,photoshop,"('photoshop', 'and')",6.428670196445279
54154,photoshop,"('like', 'photoshop')",5.651670284720324
54155,photoshop,"('of', 'photoshop')",5.481268142646748
54156,photoshop,"('use', 'photoshop')",5.300021407315229
54400,photoshop cc,"('photoshop cc', 'and')",1.2449442079326287
54401,photoshop cc,"('photoshop cc', '2014.')",0.999839400721835
54402,photoshop cc,"('unlike', 'photoshop cc')",0.99895022910858
54403,photoshop cc,"('photoshop cc', 'than')",0.97937278539471
54404,photoshop cc,"('like', 'photoshop cc')",0.9723181683221449
54411,photoshop cs,"('to', 'photoshop cs')",2.9078581306218925
54412,photoshop cs,"('full-blown', 'photoshop cs')",2.645695495918933
54413,photoshop cs,"('photoshop cs', 'than')",2.623141883600574
54414,photoshop cs,"('like', 'photoshop cs')",2.200166872223223
54415,photoshop cs,"('photoshop cs', 'are')",1.9348307714484254
54424,photoshop cs3,"('--', 'photoshop cs3')",1.4041980503599925
54425,photoshop cs3,"('use', 'photoshop cs3')",1.3950799459498342
54426,photoshop cs3,"('photoshop cs3', 'and')",1.278798078820722
54427,photoshop cs3,"('launched', 'photoshop cs3')",0.999830783199592
54428,photoshop cs3,"('photoshop cs3', 'works')",0.992614000026636
54432,photoshop elements,"('than', 'photoshop elements')",3.5231694515422225
54433,photoshop elements,"('like', 'photoshop elements')",2.6874942463016436
54434,photoshop elements,"('of', 'photoshop elements')",2.4842569729351545
54435,photoshop elements,"('photoshop elements', 'or')",2.4276121011630654
54436,photoshop elements,"('with', 'photoshop elements')",2.394241384050751
54523,photoshop elements program,"('my', 'photoshop elements program')",0.9932716736559994
54524,photoshop program,"('photoshop program', 'someday')",0.999986682011079
54525,photoshop program,"('a', 'photoshop program')",0.9568920200960619
54526,photoshop software,"('photoshop software', 'might')",0.99906774077553
54527,photoshop software,"('than', 'photoshop software')",0.995874557078942
54528,photoshop software,"(""'s"", 'photoshop software')",0.990154872542929
54529,picasa,"('like', 'picasa')",1.9515567945637535
54530,picasa,"(""'s"", 'picasa')",1.6325792852868202
54531,picasa,"('and', 'picasa')",1.58107972069827
54532,picasa,"('in', 'picasa')",1.5492391358392366
54533,picasa,"('picasa', 'gives')",1.4098511643032288
54561,pim software,"('pim software', ""'out"")",0.9999988248833305
54562,pim software,"('other', 'pim software')",0.997992900728494
54563,pimsleur,"('the', 'pimsleur')",2.0676611792427293
54564,pimsleur,"('than', 'pimsleur')",1.7022779878063865
54565,pimsleur,"('prefer', 'pimsleur')",1.4120185144554003
54566,pimsleur,"('try', 'pimsleur')",1.4046578332676738
54567,pimsleur,"('used', 'pimsleur')",1.3835105892908937
54589,pinnacle,"('pinnacle', ""'s"")",3.6111572453874086
54590,pinnacle,"('pinnacle', '17')",3.1584246167769146
54591,pinnacle,"('using', 'pinnacle')",2.876111888864255
54592,pinnacle,"('pinnacle', 'does')",2.484231458680508
54593,pinnacle,"('from', 'pinnacle')",2.3920346094061347
54740,pinnacle mydvd,"('installed', 'pinnacle mydvd')",1.4129948606900848
54741,pinnacle mydvd,"('pinnacle mydvd', 'there')",1.4104339252898317
54742,pinnacle software,"('the', 'pinnacle software')",1.5160559543447412
54743,pinnacle software,"('pinnacle software', 'that')",1.3357236344341306
54744,pinnacle software,"('pinnacle software', 'for')",1.334718205545647
54745,pinnacle software,"('pinnacle software', 'way')",0.98922026308512
54746,pinnacle software,"('used', 'pinnacle software')",0.98263177562479
54756,pinnacle studio,"('pinnacle studio', '18')",5.914069107994495
54757,pinnacle studio,"('pinnacle studio', '17')",4.896468209870102
54758,pinnacle studio,"('of', 'pinnacle studio')",4.150058543050526
54759,pinnacle studio,"('pinnacle studio', '20')",3.596309089579868
54760,pinnacle studio,"('pinnacle studio', '19')",3.3153473810712915
54861,pinnacle tool,"('pinnacle tool', 'might')",0.999533870387765
54862,pinnacle tool,"('the', 'pinnacle tool')",0.9625885940042413
54863,pinnacles,"('pinnacles', 'defense')",0.99995299533322
54864,pinnacles,"('pinnacles', 'studio')",0.999674100976992
54865,pinnacles,"('pinnacles', 'excellent')",0.998912625375156
54866,pinnacles,"('pinnacles', 'products')",0.997466448460558
54867,pinnacles,"('using', 'pinnacles')",0.992783216827044
54871,pip,"('and', 'pip')",1.5662013885810966
54872,pip,"('the', 'pip')",1.472856983699914
54873,pip,"('pip', 'or')",1.3802051379533835
54874,pip,"('do', 'pip')",1.3771207147847466
54875,pip,"('pip', 'effect')",0.998881288930636
54880,pixelmator,"('pixelmator', 'is')",3.579166980400219
54881,pixelmator,"('in', 'pixelmator')",2.286982188456223
54882,pixelmator,"('of', 'pixelmator')",1.6724307444990831
54883,pixelmator,"('with', 'pixelmator')",1.5154050908789118
54884,pixelmator,"('pixelmator', 'includes')",1.4070354094601645
54913,pixelmator program,"('pixelmator program', 'i')",0.9751020197121905
54914,pixelmator program,"('the', 'pixelmator program')",0.9625885940042413
54915,pixlr,"('like', 'pixlr')",0.994463633664429
54916,pixlr,"('and', 'pixlr')",0.9521233966512308
54917,pkzip program,"('original', 'pkzip program')",0.9998531104163125
