,item_group,bigram,pmi
39946,microsoft security essentials,"('microsoft security essentials', 'antivirus software')",11.669017226456278
39947,microsoft security essentials,"('removing', 'microsoft security essentials')",10.295042383799323
39948,microsoft security essentials,"('designed', 'microsoft security essentials')",8.966314456806622
39949,microsoft security essentials,"('free', 'microsoft security essentials')",7.740695250316252
39960,microsoft software,"('mention', 'microsoft software')",11.787872043684317
39961,microsoft software,"('typical', 'microsoft software')",10.896248204729108
39962,microsoft software,"('microsoft software', 'integration')",10.413747737671525
39963,microsoft software,"('existing', 'microsoft software')",9.02457230170465
39964,microsoft software,"('microsoft software', 'requires')",8.556019293098805
39974,microsoft street,"('devices', 'microsoft street')",8.75356461734434
39975,microsoft street,"('using', 'microsoft street')",7.307073452721038
39976,microsoft street,"('microsoft street', 'and')",5.384535387236664
39977,microsoft street,"('with', 'microsoft street')",4.066185827788793
39978,microsoft street,"('that', 'microsoft street')",3.685921827642165
39980,microsoft streets,"('describe', 'microsoft streets')",11.190969929651635
39981,microsoft streets,"('photography', 'microsoft streets')",9.998324851709238
39982,microsoft streets,"('compare', 'microsoft streets')",9.132076240598066
39983,microsoft streets,"('cheaper', 'microsoft streets')",8.344882613105314
39984,microsoft streets,"('consider', 'microsoft streets')",7.939431162655669
40003,microsoft virtual,"('microsoft virtual', 'pc')",10.000638717547488
40004,microsoft virtual,"('using', 'microsoft virtual')",9.114428374778646
40005,microsoft windows,"('microsoft windows', '95-2000')",14.352989733008604
40006,microsoft windows,"('microsoft windows', 'xp/vista/7/8')",14.352989733008604
40007,microsoft windows,"('microsoft windows', 'xp professional')",11.03106163812124
40008,microsoft windows,"('describe', 'microsoft windows')",9.960672310229844
40009,microsoft windows,"('dislike', 'microsoft windows')",9.598102230845136
40049,microsoft word,"('microsoft word', '2007/2010')",13.476372148513887
40050,microsoft word,"('relearn', 'microsoft word')",10.569481552905367
40051,microsoft word,"('ubiquitous', 'microsoft word')",10.476372148513887
40052,microsoft word,"('microsoft word', '97')",9.832515958739162
40053,microsoft word,"('microsoft word', 'docs')",9.247553458018002
40135,microsoft word software,"('microsoft word software', 'which')",8.89678682524718
40136,microsoft word software,"('my', 'microsoft word software')",7.215536602337012
40137,microsoft works,"('microsoft works', '8.0')",15.087329857767983
40138,microsoft works,"('microsoft works', '9.0')",13.30073349587718
40139,microsoft works,"('recognize', 'microsoft works')",10.493378573819577
40140,microsoft works,"('microsoft works', '8.')",10.216965138184582
40141,microsoft works,"('microsoft works', 'database')",10.166083969182397
40149,mighty mouse,"('like', 'mighty mouse')",8.496844876906792
40150,mighty mouse,"('mighty mouse', 'on')",7.197424951788939
40151,mine,"('negate', 'mine')",13.457178583280575
40152,mine,"('coal', 'mine')",13.457178583280575
40153,mine,"('mine', 'blu-up')",13.457178583280571
40154,mine,"('mine', 'balked')",12.457178583280573
40155,mine,"('legendary', 'mine')",9.997746964643278
40266,mint,"('purchased', 'mint')",8.89948294832841
40267,mint,"('mint', '13')",8.727939668487716
40268,mint,"('perhaps', 'mint')",8.339015009528005
40269,mint,"('mint', 'looks')",7.6770905269919645
40270,mint,"('mint', 'service')",7.0879704007971505
40290,mkv,"('mkv', 'supported')",9.039065925807293
40291,mkv,"('played', 'mkv')",9.032244659951278
40292,mkv,"('mkv', 'format')",8.35077417837677
40293,mkv,"('mkv', 'files')",7.737797301486019
40294,mkv,"('including', 'mkv')",7.16584051058963
40313,mobi,"('nook', 'mobi')",15.824295451934194
40314,mobi,"('mobi', 'ebook')",13.09637499737099
40315,mobi,"('ebook', 'mobi')",12.096374997370994
40316,mobi,"('creates', 'mobi')",10.917404856325675
40317,mobi,"('mobi', 'format')",8.41490451579649
40328,model,"('model', 'dh67bl')",13.597226543388272
40329,model,"('model', 'clashes')",13.597226543388272
40330,model,"('model', '906bw')",13.597226543388269
40331,model,"('moneymaking', 'model')",13.597226543388269
40332,model,"('self-updating', 'model')",12.597226543388272
40434,modem,"('te', 'modem')",13.141109415124909
40435,modem,"('kbps', 'modem')",12.404143820958707
40436,modem,"('modem', '24/7')",11.989106321679857
40437,modem,"('dsl', 'modem')",11.81918132023755
40438,modem,"('56k', 'modem')",11.529674703042563
40473,money,"('newly-installed', 'money')",11.04532233124641
40474,money,"('money', 'well-spent')",11.04532233124641
40475,money,"('money', 'flit')",11.04532233124641
40476,money,"('money', 'siphoning')",11.04532233124641
40477,money,"('money', 'entrusted')",11.04532233124641
40787,moneydance,"('moneydance', '2014+')",15.261359257543036
40788,moneydance,"('moneydance', 'swims')",12.524393663376827
40789,moneydance,"('cross-platform', 'moneydance')",12.261359257543033
40790,moneydance,"('2010.', 'moneydance')",10.370588327297792
40791,moneydance,"('moneydance', '2010.')",10.370588327297792
40813,morph tool,"('morph tool', 'tablet')",11.67639675682188
40814,morph tool,"('the', 'morph tool')",3.740378003490587
40815,mountain lion,"('10.8.3', 'mountain lion')",14.425746075443914
40816,mountain lion,"('mountain lion', 'depended')",13.840783574722762
40817,mountain lion,"('10.8', 'mountain lion')",12.425746075443918
40818,mountain lion,"('mountain lion', 'versus')",9.338283234193579
40819,mountain lion,"('mountain lion', 'macs')",7.650959015842744
40856,movie,"('macix', 'movie')",12.84493521799323
40857,movie,"('blockbuster', 'movie')",12.84493521799323
40858,movie,"('movie', 'statistic')",12.84493521799323
40859,movie,"('medium-level', 'movie')",12.84493521799323
40860,movie,"('movie', 'stuidio')",12.84493521799323
41066,movie maker,"('movie maker', '2.6')",13.329530760184614
41067,movie maker,"('simplistic', 'movie maker')",11.375334449797739
41068,movie maker,"('movie maker', 'wizard')",9.120077394555665
41069,movie maker,"('beyond', 'movie maker')",8.357987206233842
41070,movie maker,"('movie maker', '6')",7.574643258021148
41094,movie studio,"('movie studio', 'platinum')",12.476372148513882
41095,movie studio,"('movie studio', '13.')",12.28372707057149
41096,movie studio,"('movie studio', '13')",11.804755265538546
41097,movie studio,"('movie studio', 'supports')",8.900022778097439
41098,movie studio,"('movie studio', '9')",7.952810192456873
41116,mozilla,"(""'s"", 'mozilla')",5.344446306096447
41117,mozilla,"('mozilla', ""'s"")",5.344446306096447
41118,mozilla,"('with', 'mozilla')",4.551612654959033
41119,mozilla,"('and', 'mozilla')",4.062607292349298
41120,mozilla,"('mozilla', 'is')",3.8553996153789853
41121,mozilla firefox,"('10+', 'mozilla firefox')",15.298833962961698
41122,mozilla firefox,"('mozilla firefox', 'apple')",10.195822294858852
41123,mozilla firefox,"('mozilla firefox', 'browser')",9.548171046659956
41124,mozilla firefox,"('use', 'mozilla firefox')",4.885818513267839
41125,mozilla firefox,"('mozilla firefox', 'as')",4.218858025017539
41129,mozilla thunderbird,"('free-to-download', 'mozilla thunderbird')",18.698764569850333
41130,mozilla thunderbird,"('called', 'mozilla thunderbird')",9.577231052510303
41131,mozilla thunderbird,"('use', 'mozilla thunderbird')",5.622784107434047
41132,mozilla thunderbird,"('of', 'mozilla thunderbird')",4.4845972557568
41133,mozy,"('mozy', 'restore')",10.934998916340412
41134,mozy,"('also', 'mozy')",7.080991027321323
41135,mozy,"('like', 'mozy')",6.496844876906792
41136,mozy,"('but', 'mozy')",5.415869206598661
41137,mozy,"('mozy', 'for')",4.474913686876917
41140,mp3 player,"('coby', 'mp3 player')",17.035799557127906
41141,mp3 player,"('mp3 player', 'supplement')",13.64348213434914
41142,mp3 player,"('mp3 player', 'usb')",7.780770987309175
41143,mp3 player,"('an', 'mp3 player')",6.6651121503206845
41144,mp3 player,"('best', 'mp3 player')",6.370463639942727
41150,mp4,"('uncut', 'mp4')",15.857462315869393
41151,mp4,"('full-hd', 'mp4')",14.857462315869393
41152,mp4,"('mp4', 'cartoons')",12.050107393811789
41153,mp4,"('produces', 'mp4')",10.687537314427079
41154,mp4,"('mp4', 'format')",9.033033880452844
41181,mpeg-2,"('mpeg-2', '3')",6.72041161168519
41182,mpeg-2,"('an', 'mpeg-2')",5.1581521616008
41183,mpeg-2,"('like', 'mpeg-2')",4.32691987546448
41184,mpeg-2,"('mpeg-2', 'to')",2.001810623264298
41185,mr pencil game,"('mr pencil game', 'only')",9.258241413763102
41186,mr pencil game,"('the', 'mr pencil game')",4.740378003490587
41187,mr. mooney,"('mr. mooney', '--')",9.141620013268941
41188,mr. mooney,"('like', 'mr. mooney')",8.496844876906792
41189,ms,"('ms', 'hones')",12.791873974241815
41190,ms,"('ms', 'stree')",12.791873974241815
41191,ms,"('ms', 'office/word')",12.791873974241815
41192,ms,"('ms', '_seems_')",12.791873974241815
41193,ms,"('ms', 'word..')",12.791873974241815
41455,ms excel,"('into', 'ms excel')",8.744083564333453
41456,ms excel,"('ms excel', 'would')",6.300822597877696
41457,ms excel,"('like', 'ms excel')",5.911882376185634
41458,ms excel,"('ms excel', 'is')",4.592365209545186
41459,ms excel,"('to', 'ms excel')",2.586773123985459
41460,ms money,"('ms money', 'sunset')",13.2284446350703
41461,ms money,"('versus', 'ms money')",9.948336715877565
41462,ms money,"('preferred', 'ms money')",9.307879102564705
41463,ms money,"('ms money', 'plus')",9.126906608608236
41464,ms money,"('ms money', '2004')",9.058519633627988
41501,ms office,"('ms office', '2002-2000')",13.139068827739608
41502,ms office,"('pre-2002', 'ms office')",13.139068827739608
41503,ms office,"('surpasses', 'ms office')",12.554106327018447
41504,ms office,"('ms office', 'gaffes')",12.139068827739608
41505,ms office,"('ms office', ""'07"")",11.139068827739605
41654,ms office professional,"('ms office professional', '2000')",11.853274518905959
41655,ms office professional,"('installed', 'ms office professional')",8.595476761438311
41656,ms office professional,"('using', 'ms office professional')",8.529465874057484
41657,ms office professional,"('ms office professional', 'for')",5.889951186155759
41658,ms office software,"('ms office software', 'suite')",9.704411132991478
41659,ms office software,"('full', 'ms office software')",9.550287987672057
41660,ms office software,"('the', 'ms office software')",4.155415502769429
41661,ms outlook,"('ms outlook', '2003')",9.259972717272072
41662,ms outlook,"('close', 'ms outlook')",9.251681343640684
41663,ms outlook,"('ms outlook', 'included')",7.947220510761236
41664,ms outlook,"('start', 'ms outlook')",7.191961132054688
41665,ms outlook,"('ms outlook', 'has')",5.896046273867153
41673,ms program,"('ms program', 'name')",12.457178583280575
41674,ms program,"('a', 'ms program')",5.5359012322422085
41675,ms publisher,"('direct', 'ms publisher')",11.35891456696571
41676,ms publisher,"('while', 'ms publisher')",7.583070617653323
41677,ms publisher,"('ms publisher', 'file')",7.5188554798354
41678,ms publisher,"('over', 'ms publisher')",7.329167223571657
41679,ms publisher,"('ms publisher', 'does')",6.328077163043117
41686,ms software,"('later', 'ms software')",10.098851727663202
41687,ms software,"('most', 'ms software')",6.74942418811686
41688,ms software,"('ms software', 'can')",4.930993921073629
41689,ms software,"('ms software', 'that')",4.493276749699763
41690,ms software,"('with', 'ms software')",3.873540749846395
41697,ms streets,"('while', 'ms streets')",8.080570277124142
41698,ms streets,"('tried', 'ms streets')",6.683523766517649
41699,ms streets,"('than', 'ms streets')",4.833772423275082
41700,ms streets,"('ms streets', 'does')",4.825576822513931
41701,ms streets,"('used', 'ms streets')",4.081871174453845
41708,ms windows,"('freely-downloadable', 'ms windows')",16.698764569850333
41709,ms windows,"('ms windows', 'movie maker')",11.74456825946346
41710,ms windows,"('ms windows', '8.1')",9.740695250316252
41711,ms windows,"('fit', 'ms windows')",9.404143820958708
41712,ms windows,"('ms windows', '7.')",9.239332951213033
41733,ms word,"('definitive', 'ms word')",11.732980285188248
41734,ms word,"('crappy', 'ms word')",10.531346424018597
41735,ms word,"('ms word', 'doc')",10.14801778446709
41736,ms word,"('selected', 'ms word')",8.010514260717157
41737,ms word,"('kept', 'ms word')",7.930787068246419
41793,mse,"('re-installing', 'mse')",13.791873974241817
41794,mse,"('mse', '3.0')",12.48931120422138
41795,mse,"('mse', 'does')",6.9130396637642715
41796,mse,"('mse', 'works')",6.496028526600165
41797,mse,"('over', 'mse')",6.329167223571657
41803,msft,"('msft', ""'install-support"")",17.96179897568413
41804,msft,"('msft', 'st/gps')",17.961798975684125
41805,msft,"('msft', 'word')",9.362816004648034
41806,msft,"('call', 'msft')",9.240699786976942
41807,msft,"('edit', 'msft')",8.354468661934519
41816,msft st,"('liked', 'msft st')",12.853274518905955
41817,msft st,"('msft st', 'with')",6.873540749846391
41818,msie,"('use', 'msie')",8.207746608155203
41819,msie,"('msie', 'or')",7.962926521689852
41820,msmoney program,"('msmoney program', 'until')",11.535534220982031
41821,msmoney program,"('your', 'msmoney program')",8.071230685377543
41822,msn explorer,"('la', 'msn explorer')",17.11380206912918
41823,msn explorer,"('like', 'msn explorer')",7.496844876906792
41824,msn explorer,"('msn explorer', 'but')",6.415869206598661
41825,msst,"('msst', 'mainly')",11.998324851709242
41826,msst,"('msst', 'will')",6.451034807766238
41827,msst,"('use', 'msst')",6.207746608155205
41828,msst,"('msst', 'but')",5.415869206598661
41829,msst,"('msst', 'is')",4.177327710266347
41831,msword,"('msword', '2010.')",12.223031138883936
41832,msword,"('msword', '2010')",9.34121256523225
41833,msword,"('had', 'msword')",6.155249353698167
41834,msword,"('msword', 'at')",5.958562181082433
41835,msword,"('use', 'msword')",5.622784107434047
41841,multi,"('multi', 'gpgpu')",15.52883956840802
41842,multi,"('multi', 'tasking')",14.52883956840802
41843,multi,"('multi', 'trim')",11.974250716730381
41844,multi,"('multi', 'packs')",10.506471755379568
41845,multi,"('multi', 'session')",10.420315111629852
41871,multimedia,"('multimedia', 'lovers')",14.3179427859094
41872,multimedia,"('iview', 'multimedia')",14.054908380075606
41873,multimedia,"('multimedia', 'codecs')",13.054908380075606
41874,multimedia,"('hardcore', 'multimedia')",12.180439262159469
41875,multimedia,"('multimedia', 'software suite')",11.317942785909404
41927,mydvd software,"('mydvd software', 'that')",6.493276749699769
41928,mydvd software,"('the', 'mydvd software')",4.740378003490587
41929,n360,"('reinstalled', 'n360')",11.413362350988086
41930,n360,"('n360', 'runs')",9.490530211510542
41931,n360,"('current', 'n360')",8.70984323991502
41932,n360,"('n360', '2013')",8.466943391192931
41933,n360,"('purchased', 'n360')",8.368968231629633
41947,nag program,"('a', 'nag program')",5.5359012322422085
41948,namo webeditor,"('using', 'namo webeditor')",9.114428374778642
41949,namo webeditor,"('namo webeditor', 'for')",6.4749136868769135
41950,nancy,"('nancy', 'sifts')",12.566050647505095
41951,nancy,"('supersleuth', 'nancy')",12.566050647505095
41952,nancy,"('nancy', 'drew/mystery')",12.566050647505095
41953,nancy,"('nancy', 'jotts')",12.566050647505095
41954,nancy,"('nancy', 're-visit')",12.566050647505095
42141,nancy drew game,"('shortest', 'nancy drew game')",12.984519052184211
42142,nancy drew game,"('seventh', 'nancy drew game')",12.721484646350417
42143,nancy drew game,"('hardest', 'nancy drew game')",11.847015528434277
42144,nancy drew game,"('follow-up', 'nancy drew game')",11.721484646350417
42145,nancy drew game,"('nancy drew game', 'sports')",11.306447147071573
42196,nancy drew pc game,"('nancy drew pc game', 'series')",12.212264708014866
42197,nancy drew pc game,"('first', 'nancy drew pc game')",8.98280257959519
42198,nancy drew pc game,"('nancy drew pc game', 'that')",5.493276749699769
42199,nancy drew pc game,"('the', 'nancy drew pc game')",3.740378003490587
42200,nancy drew software,"('nancy drew software', 'series')",13.212264708014866
42201,nancy drew software,"('the', 'nancy drew software')",4.740378003490587
42202,nascar,"('like', 'nascar')",8.496844876906792
42203,nature,"('demeaning', 'nature')",15.13397995106681
42204,nature,"('skittish', 'nature')",15.13397995106681
42205,nature,"('multimodal', 'nature')",15.13397995106681
42206,nature,"('finite', 'nature')",14.13397995106681
42207,nature,"('schizophrenic', 'nature')",14.13397995106681
42251,nav,"('nav', 'ate')",15.376836474962971
42252,nav,"('nav', '2008.')",10.984519052184211
42253,nav,"('nav', '2004')",9.984519052184211
42254,nav,"('2005', 'nav')",9.713871462240544
42255,nav,"('nav', '2008')",9.695012434989225
42273,nd game,"('best', 'nd game')",7.618391153386314
42274,nd game,"('nd game', 'before')",7.216292709814967
42275,nd game,"('great', 'nd game')",6.533857643174647
42276,nd game,"('new', 'nd game')",6.106619028867797
42277,nd game,"('nd game', 'out')",6.015769986168651
42283,neatreceipts software,"('the', 'neatreceipts software')",4.740378003490587
42284,need,"('need', '*full*')",9.373459114760653
42285,need,"('dishes', 'need')",9.373459114760653
42286,need,"('need', 'assitance')",9.373459114760653
42287,need,"('investors', 'need')",9.373459114760653
42288,need,"('rellly', 'need')",9.373459114760653
42734,nero,"('nero', 'incd')",13.590240113072166
42735,nero,"('nero', '2104')",13.590240113072166
42736,nero,"('nero', 'recode')",12.853274518905957
42737,nero,"('nero', 'mediahome')",12.590240113072165
42738,nero,"('nero', 'inc')",12.590240113072165
42882,nero software,"('particular', 'nero software')",11.595476761438313
42883,nero software,"('nero software', 'make')",8.262573574368918
42884,nero software,"('nero software', 'version')",7.061913413223799
42885,nero software,"('of', 'nero software')",4.484597255756803
42886,nero software,"('the', 'nero software')",3.155415502769433
42887,nero video,"('using', 'nero video')",9.114428374778646
42888,nero vision,"('nero vision', 'nero vision')",17.28372707057149
42889,nero vision,"('nero vision', 'express')",12.463548108156303
42890,nero vision,"('nero vision', 'allows')",9.729138218893853
42891,nero vision,"('use', 'nero vision')",6.207746608155205
42892,nero vision,"('nero vision', 'the')",2.740378003490587
42893,netflix,"('netflix', 'streaming')",12.979033513100477
42894,netflix,"('stream', 'netflix')",12.697262544685097
42895,netflix,"('watch', 'netflix')",10.662774168299809
42896,netflix,"('netflix', 'movies')",10.2378309260478
42897,netflix,"('netflix', 'app')",7.086356776711664
42908,netlink,"('use', 'netlink')",8.207746608155203
42909,netlink,"('netlink', 'to')",5.171735624706617
42910,new blue effects package,"('new blue effects package', 'is')",6.177327710266347
42911,new blue effects package,"('the', 'new blue effects package')",4.740378003490587
42912,newblue fx essentials iv,"('like', 'newblue fx essentials iv')",7.496844876906792
42913,newblue fx essentials iv,"('newblue fx essentials iv', 'that')",5.493276749699769
42914,nice,"('nice', ""'catalog"")",10.93278788902506
42915,nice,"('nice', 'legal program')",10.93278788902506
42916,nice,"('nice', 'features..i')",10.93278788902506
42917,nice,"('nice', 'accessory')",10.93278788902506
42918,nice,"('nice', 'auto-number')",10.93278788902506
43279,nik software,"('from', 'nik software')",8.261532668810856
43280,nis,"('nis', '2k3')",14.329530760184614
43281,nis,"('eventhough', 'nis')",12.007602665297252
43282,nis,"('nis', '10-device')",12.007602665297252
43283,nis,"('nis', '2006')",11.135152715017762
43284,nis,"('nis', '2006.')",10.685674570409887
43372,nis package,"('the', 'nis package')",4.740378003490587
43373,nod32,"('blackspears', 'nod32')",17.035799557127906
43374,nod32,"('hello', 'nod32')",12.948336715877566
43375,nod32,"('nod32', 'blows')",12.713871462240542
43376,nod32,"('nod32', '4.0')",11.576367938490607
43377,nod32,"('nod32', 'anti-virus')",8.901373236906975
43393,norten,"('norten', 'etc')",11.095138224864142
43394,norten,"('like', 'norten')",8.496844876906792
43395,norton,"('norton', '360v3')",9.96123553297402
43396,norton,"('norton', '360****')",9.96123553297402
43397,norton,"('test-driving', 'norton')",9.96123553297402
43398,norton,"('norton', 'foe')",9.96123553297402
43399,norton,"('norton', 'examines')",9.96123553297402
44092,norton antivirus,"('boycott', 'norton antivirus')",13.272499815148237
44093,norton antivirus,"('dumping', 'norton antivirus')",11.272499815148237
44094,norton antivirus,"('norton antivirus', 'degraded')",11.272499815148237
44095,norton antivirus,"('norton antivirus', '2004')",10.880182392369473
44096,norton antivirus,"('merged', 'norton antivirus')",10.687537314427079
44186,norton antivirus program,"('current', 'norton antivirus program')",12.410282958056115
44187,norton antivirus program,"('norton antivirus program', 'and')",5.384535387236662
44188,norton antivirus software,"('never-lapsed', 'norton antivirus software')",19.698764569850333
44189,norton antivirus software,"('norton antivirus software', 'package')",9.850141629420996
44190,norton antivirus software,"('norton antivirus software', 'is')",5.592365209545186
44191,norton antivirus software,"('the', 'norton antivirus software')",4.155415502769429
44192,norton av,"('norton av', 'v.')",12.736832610683853
44193,norton av,"('abandoned', 'norton av')",12.364863833296896
44194,norton av,"('norton av', 'pre-installed')",12.364863833296896
44195,norton av,"('norton av', '2006')",9.92947768862625
44196,norton av,"('norton av', '2005')",9.576367938490607
44225,norton clean sweep,"('using', 'norton clean sweep')",9.114428374778646
44226,norton ghost,"('norton ghost', 'reeks')",16.11380206912918
44227,norton ghost,"('norton ghost', '14.0')",15.376836474962971
44228,norton ghost,"('norton ghost', '10.0')",14.654370450491877
44229,norton ghost,"('norton ghost', '12.0')",14.113802069129179
44230,norton ghost,"('norton ghost', 'liveupdate')",12.46994587935445
44259,norton goback,"('blame', 'norton goback')",13.40721012400649
44260,norton goback,"('via', 'norton goback')",10.321554039461782
44261,norton goback,"('like', 'norton goback')",7.174916782019425
44262,norton goback,"('norton goback', 'for')",4.152985591989555
44263,norton goback,"('to', 'norton goback')",2.8498075298192553
44264,norton internet,"('norton internet', 'sececurity')",19.698764569850333
44265,norton internet,"('norton internet', 'securiity')",19.698764569850333
44266,norton internet,"('purchased', 'norton internet')",10.484445449049568
44267,norton internet,"('norton internet', 'customer')",10.225058820230918
44268,norton internet,"('before', 'norton internet')",8.631330209093813
44270,norton internet program,"('2006', 'norton internet program')",14.388909307263546
44271,norton internet program,"('norton internet program', 'has')",8.481008774588311
44272,norton internet security,"('trounces', 'norton internet security')",13.824295451934194
44273,norton internet security,"('norton internet security', 'software.')",12.824295451934194
44274,norton internet security,"('blamed', 'norton internet security')",11.50236735704683
44275,norton internet security,"('norton internet security', '3-pc')",11.50236735704683
44276,norton internet security,"('norton internet security', '2002.')",11.502367357046827
44395,norton internet security package,"('excellent', 'norton internet security package')",11.844935217993228
44396,norton internet security software,"('used', 'norton internet security software')",8.16933401570418
44397,norton internet security software,"('norton internet security software', 'with')",4.873540749846395
44398,norton internet security software,"('norton internet security software', 'in')",4.788371678335508
44399,norton internet security software,"('norton internet security software', 'for')",4.474913686876917
44400,norton internet security software,"('of', 'norton internet security software')",4.069559756477961
44402,norton mcafee,"('norton mcafee', 'before')",10.216292709814969
44403,norton mcafee,"('using', 'norton mcafee')",9.114428374778646
44404,norton package,"('old', 'norton package')",9.56948155290537
44405,norton package,"('norton package', 'will')",7.451034807766238
44406,norton package,"('this', 'norton package')",5.889666371516894
44407,norton program,"('norton program', 'flummoxed')",16.82429545193419
44408,norton program,"('norton program', 'helps')",9.669477342882088
44409,norton program,"('norton program', 'instead')",7.938599078594798
44410,norton program,"('norton program', 'files')",6.479999544018376
44411,norton program,"('this', 'norton program')",5.752162847766954
44417,norton removal tool,"('norton removal tool', 'executable')",14.376836474962971
44418,norton removal tool,"('stand-alone', 'norton removal tool')",13.654370450491882
44419,norton removal tool,"('latest', 'norton removal tool')",9.455590586377383
44420,norton removal tool,"('norton removal tool', 'from')",6.676570168089695
44421,norton removal tool,"('norton removal tool', 'when')",6.18380400652015
44426,norton security,"('norton security', '*with*')",13.900022778097433
44427,norton security,"('norton security', 'reinforcing')",12.092667856039832
44428,norton security,"('lastest', 'norton security')",11.092667856039835
44429,norton security,"('norton security', 'renewals')",10.730097776655125
44430,norton security,"('norton security', 'eating')",9.730097776655125
44529,norton security deluxe,"('giving', 'norton security deluxe')",9.827372655463197
44530,norton security deluxe,"('norton security deluxe', '4')",8.092976420909126
44531,norton security deluxe,"('norton security deluxe', 'comes')",7.90787309415302
44532,norton security deluxe,"('installing', 'norton security deluxe')",7.434321969623733
44533,norton security deluxe,"('norton security deluxe', '5')",6.8519683214053355
44542,norton security software,"('norton security software', 'looks')",10.110049934268071
44543,norton security software,"('norton security software', 'since')",7.72937804850805
44544,norton security software,"('new', 'norton security software')",6.784690933980434
44545,norton security software,"('norton security software', 'would')",6.56385700371149
44546,norton security software,"('my', 'norton security software')",4.893608507449649
44550,norton security system,"('norton security system', 'years')",8.896652151264265
44551,norton security system,"('used', 'norton security system')",8.584371514983022
44552,norton security system,"('``', 'norton security system')",6.950152393113354
44553,norton security system,"('norton security system', ""''"")",6.237285122564179
44554,norton security virtualbox,"('installed', 'norton security virtualbox')",10.180439262159464
44555,norton security virtualbox,"('norton security virtualbox', 'would')",8.148819504432645
44556,norton security virtualbox,"('norton security virtualbox', 'was')",6.342152125695861
44557,norton small business,"('norton small business', 'control panel')",10.153156507766063
44558,norton small business,"('norton small business', 'app')",8.79262557365495
44559,norton small business,"('norton small business', 'lets')",8.691503649212088
44560,norton small business,"('norton small business', '5')",6.925968902849112
44561,norton small business,"('norton small business', 'seems')",6.492767736872668
44568,norton software,"('competing', 'norton software')",10.5105878638518
44569,norton software,"('norton software', 'and/or')",9.317942785909404
44570,norton software,"('norton software', 'links')",9.196927384948037
44571,norton software,"('prior', 'norton software')",8.01781906134039
44572,norton software,"('full', 'norton software')",7.491394298618484
44593,norton system,"('replaced', 'norton system')",12.364863833296894
44594,norton system,"('norton system', 'works')",9.943487503571388
44595,norton system,"('buying', 'norton system')",8.758206261476422
44596,norton system,"('installed', 'norton system')",6.721007643522169
44597,norton system,"('with', 'norton system')",4.414109131209095
44602,norton systemworks,"('norton systemworks', 'follower')",17.37683647496297
44603,norton systemworks,"('slain', 'norton systemworks')",17.376836474962968
44604,norton systemworks,"('loyal', 'norton systemworks')",11.595476761438313
44605,norton systemworks,"('uninstalled', 'norton systemworks')",10.582420608612862
44606,norton systemworks,"('norton systemworks', '2000')",9.531346424018597
44617,norton uninstall tool,"('sure', 'norton uninstall tool')",10.884983378633297
44618,norton uninstall tool,"('norton uninstall tool', 'is')",6.177327710266347
44619,norton utilities,"('norton utilities', '16.0')",14.289373633712628
44620,norton utilities,"('explained', 'norton utilities')",10.289373633712632
44621,norton utilities,"('norton utilities', 'regularly')",10.168358232751263
44622,norton utilities,"('norton utilities', '16')",9.929477688626246
44623,norton utilities,"('norton utilities', 'deleted')",8.280384850485376
44669,noton,"('noton', 'anti-virus')",10.564338249629408
44670,noton,"('noton', 'products')",9.039660606376673
44671,noton,"('noton', 'has')",6.896046273867157
44672,noton,"('use', 'noton')",6.622784107434047
44673,noton,"('of', 'noton')",4.484597255756803
44674,nova,"('nova', 'backup')",10.56091953940194
44675,nova,"('purchased', 'nova')",10.069407949770724
44676,nova,"('using', 'nova')",7.114428374778646
44677,nova,"('to', 'nova')",4.17173562470661
44678,nsw,"('actvate', 'nsw')",16.11380206912918
44679,nsw,"('nsw', 'cleanups')",16.11380206912918
44680,nsw,"('nsw', 'files/registry')",16.11380206912918
44681,nsw,"('nsw', 'advisory')",13.791873974241817
44682,nsw,"('nsw', '2006')",10.803946806542388
44715,nt,"('nt', '3.51')",16.19626422932115
44716,nt,"('tremendously', 'nt')",12.672702273264134
44717,nt,"('nt', 'workstations')",12.611301728599996
44718,nt,"('nt', 'kernel')",12.611301728599992
44719,nt,"('nt', 'architecture')",11.196264229321152
44744,ntfs,"('512k', 'ntfs')",16.11380206912918
44745,ntfs,"('ntfs', 'sectors')",15.113802069129179
44746,ntfs,"('8gb', 'ntfs')",12.02633922787884
44747,ntfs,"('ntfs', 'limit')",11.431978029155433
44748,ntfs,"('ntfs', 'repair')",11.190969929651638
44761,nuance,"('nuance', 'webform')",13.489311204221382
44762,nuance,"('nuance', 'realspeak')",13.489311204221382
44763,nuance,"('nuance', 'dns9')",11.167383109334022
44764,nuance,"('nuance', 'techies')",10.904348703500228
44765,nuance,"('long-term', 'nuance')",10.241383690777795
44892,nuance program,"('other', 'nuance program')",8.960672310229842
44893,numbers,"('hypothetical', 'numbers')",13.201578029217618
44894,numbers,"('286-page', 'numbers')",13.201578029217618
44895,numbers,"('support/contact/mail', 'numbers')",13.201578029217618
44896,numbers,"('57', 'numbers')",12.201578029217618
44897,numbers,"('moody', 'numbers')",11.616615528496464
45035,nvidia quadra,"('nvidia quadra', 'drivers')",12.079155926322283
45036,nvidia quadra,"('nvidia quadra', 'graphics')",10.934998916340408
45037,nvidia quadra,"('installing', 'nvidia quadra')",10.756250064511091
